hour,value
2025-06-15 00:00,50.341201000834026
2025-06-15 01:00,50.802763385146804
2025-06-15 02:00,49.81963028169014
2025-06-15 03:00,49.20416312659304
2025-06-15 04:00,48.280208333333334
2025-06-15 05:00,47.99493355481728
2025-06-15 06:00,49.54537815126051
2025-06-15 07:00,49.39185558354324
2025-06-15 08:00,50.20995708154506
2025-06-15 09:00,49.32941176470588
2025-06-15 10:00,49.0633875106929
2025-06-15 11:00,50.21310160427807
2025-06-15 12:00,50.173174872665534
2025-06-15 13:00,49.864642262895174
2025-06-15 14:00,48.73131821998321
2025-06-15 15:00,50.528887000849615
2025-06-15 16:00,50.86133108677338
2025-06-15 17:00,49.174534686971235
2025-06-15 18:00,51.813855421686746
2025-06-15 19:00,49.220965058236274
2025-06-15 20:00,50.231277533039645
2025-06-15 21:00,47.53874113475177
2025-06-15 22:00,50.287489975942265
2025-06-15 23:00,50.78914027149321
