hour,value
2025-06-04 00:00,49.37229020979021
2025-06-04 01:00,51.11890243902439
2025-06-04 02:00,51.119277108433735
2025-06-04 03:00,51.01713080168776
2025-06-04 04:00,50.26118598382749
2025-06-04 05:00,50.239666666666665
2025-06-04 06:00,50.28643639427127
2025-06-04 07:00,49.50125523012552
2025-06-04 08:00,49.13515754560531
2025-06-04 09:00,51.76125309150866
2025-06-04 10:00,49.53461883408072
2025-06-04 11:00,50.0969320066335
2025-06-04 12:00,50.161937716262976
2025-06-04 13:00,48.501358912869705
2025-06-04 14:00,48.747844827586206
2025-06-04 15:00,50.43439153439153
2025-06-04 16:00,50.31119281045752
2025-06-04 17:00,50.206905370843984
2025-06-04 18:00,50.29577345731192
2025-06-04 19:00,51.165511684125704
2025-06-04 20:00,50.51736887360275
2025-06-04 21:00,50.06540404040404
2025-06-04 22:00,49.92104377104377
2025-06-04 23:00,48.664889253486464
