hour,value
2025-06-14 00:00,50.236300777873815
2025-06-14 01:00,50.23189655172414
2025-06-14 02:00,49.95080440304827
2025-06-14 03:00,49.561597938144324
2025-06-14 04:00,50.53824027072758
2025-06-14 05:00,49.58926458157227
2025-06-14 06:00,50.19451438848921
2025-06-14 07:00,50.339153439153435
2025-06-14 08:00,50.055993150684934
2025-06-14 09:00,51.16655172413793
2025-06-14 10:00,50.77228618421052
2025-06-14 11:00,49.79983193277311
2025-06-14 12:00,50.06289256198347
2025-06-14 13:00,50.102152317880794
2025-06-14 14:00,50.30900974025974
2025-06-14 15:00,49.65122985581001
2025-06-14 16:00,51.89180602006689
2025-06-14 17:00,51.168571428571425
2025-06-14 18:00,49.284641350210975
2025-06-14 19:00,49.36327241079199
2025-06-14 20:00,50.13666092943202
2025-06-14 21:00,49.48608852755194
2025-06-14 22:00,48.35251215559157
2025-06-14 23:00,51.1171381031614
