hour,value
2025-06-25 00:00,50.90136402387042
2025-06-25 01:00,50.93837792642141
2025-06-25 02:00,50.55311236863379
2025-06-25 03:00,49.11397670549085
2025-06-25 04:00,50.15993208828523
2025-06-25 05:00,51.11700984780662
2025-06-25 06:00,50.33579496090356
2025-06-25 07:00,49.85584970111016
2025-06-25 08:00,48.13961148648649
2025-06-25 09:00,50.35870646766169
2025-06-25 10:00,49.60387931034483
2025-06-25 11:00,51.18598574821853
2025-06-25 12:00,50.30947281713344
2025-06-25 13:00,50.88290025146689
2025-06-25 14:00,49.83058053965659
2025-06-25 15:00,49.05640350877193
2025-06-25 16:00,49.6641652613828
2025-06-25 17:00,50.997307001795335
2025-06-25 18:00,49.4246632996633
2025-06-25 19:00,50.82327302631579
2025-06-25 20:00,50.06030595813205
2025-06-25 21:00,49.610457516339864
2025-06-25 22:00,49.76857923497268
2025-06-25 23:00,51.35041322314049
