hour,value
2025-06-19 00:00,49.94001650165017
2025-06-19 01:00,50.3893039049236
2025-06-19 02:00,50.52683134582624
2025-06-19 03:00,50.46951735817104
2025-06-19 04:00,49.271089630931456
2025-06-19 05:00,49.33783783783784
2025-06-19 06:00,49.478200972447326
2025-06-19 07:00,50.38277027027027
2025-06-19 08:00,51.71389599317988
2025-06-19 09:00,49.146242774566474
2025-06-19 10:00,49.01710863986313
2025-06-19 11:00,49.336427320490365
2025-06-19 12:00,49.55135363790186
2025-06-19 13:00,49.36747404844291
2025-06-19 14:00,50.294278169014085
2025-06-19 15:00,49.200760777683854
2025-06-19 16:00,50.96925704526046
2025-06-19 17:00,49.030098831985626
2025-06-19 18:00,50.986572143452875
2025-06-19 19:00,48.47027027027027
2025-06-19 20:00,49.004214223002634
2025-06-19 21:00,50.32251012145749
2025-06-19 22:00,50.691423670668954
2025-06-19 23:00,50.48763866877972
