hour,value
2025-06-10 00:00,49.08307017543859
2025-06-10 01:00,49.55347107438016
2025-06-10 02:00,51.03401534526854
2025-06-10 03:00,50.210860484544696
2025-06-10 04:00,49.82449693788276
2025-06-10 05:00,49.166133333333335
2025-06-10 06:00,50.56137699412258
2025-06-10 07:00,50.50872142252329
2025-06-10 08:00,50.591392405063296
2025-06-10 09:00,49.483246977547495
2025-06-10 10:00,50.226985482493596
2025-06-10 11:00,50.60235389610389
2025-06-10 12:00,50.21496844003607
2025-06-10 13:00,50.46882255389718
2025-06-10 14:00,50.74773109243698
2025-06-10 15:00,50.01360136869119
2025-06-10 16:00,50.22008163265306
2025-06-10 17:00,49.50133555926544
2025-06-10 18:00,49.9710182767624
2025-06-10 19:00,49.76298755186722
2025-06-10 20:00,50.35622866894198
2025-06-10 21:00,49.23744752308984
2025-06-10 22:00,50.30152155536771
2025-06-10 23:00,49.82066895368782
