hour,value
2025-06-24 00:00,50.279000846740054
2025-06-24 01:00,51.01181894383906
2025-06-24 02:00,49.49682130584193
2025-06-24 03:00,49.75783027121609
2025-06-24 04:00,49.86751644736842
2025-06-24 05:00,50.47234042553192
2025-06-24 06:00,51.579832635983266
2025-06-24 07:00,48.75870307167235
2025-06-24 08:00,52.5894495412844
2025-06-24 09:00,48.88966639544345
2025-06-24 10:00,50.104362416107385
2025-06-24 11:00,49.117443729903535
2025-06-24 12:00,50.8541346973572
2025-06-24 13:00,49.359932942162615
2025-06-24 14:00,48.83198312236287
2025-06-24 15:00,50.14378109452736
2025-06-24 16:00,47.99347457627119
2025-06-24 17:00,50.59016393442623
2025-06-24 18:00,51.744343065693435
2025-06-24 19:00,48.6030679933665
2025-06-24 20:00,50.800947459087
2025-06-24 21:00,49.4120067170445
2025-06-24 22:00,48.06310289389067
2025-06-24 23:00,49.25803955288048
