hour,value
2025-06-08 00:00,48.941135972461275
2025-06-08 01:00,50.07444061962134
2025-06-08 02:00,50.010243055555556
2025-06-08 03:00,50.3392506690455
2025-06-08 04:00,48.79564124056999
2025-06-08 05:00,49.15534382767191
2025-06-08 06:00,48.56097152428811
2025-06-08 07:00,49.43803307223673
2025-06-08 08:00,48.45682565789474
2025-06-08 09:00,49.55816767502161
2025-06-08 10:00,50.33572030328559
2025-06-08 11:00,52.0541066892464
2025-06-08 12:00,49.77787162162162
2025-06-08 13:00,50.847719594594594
2025-06-08 14:00,50.631147540983605
2025-06-08 15:00,50.09366666666667
2025-06-08 16:00,49.61239460370995
2025-06-08 17:00,49.805
2025-06-08 18:00,50.74427168576105
2025-06-08 19:00,51.27603574329813
2025-06-08 20:00,47.33181434599156
2025-06-08 21:00,49.98135313531353
2025-06-08 22:00,50.545743766122094
2025-06-08 23:00,50.321808960270495
