hour,value
2025-06-23 00:00,49.09890848026868
2025-06-23 01:00,49.57242833052277
2025-06-23 02:00,50.429351535836176
2025-06-23 03:00,50.41417971970321
2025-06-23 04:00,48.907425343018566
2025-06-23 05:00,49.82661361626879
2025-06-23 06:00,50.27521367521368
2025-06-23 07:00,50.821848013816926
2025-06-23 08:00,49.06555740432613
2025-06-23 09:00,48.07471566054243
2025-06-23 10:00,49.84891041162228
2025-06-23 11:00,49.98533674339301
2025-06-23 12:00,51.419768403639374
2025-06-23 13:00,50.41058726220017
2025-06-23 14:00,50.67259323503903
2025-06-23 15:00,50.09496466431096
2025-06-23 16:00,49.62830342577488
2025-06-23 17:00,50.18826530612245
2025-06-23 18:00,48.693044953350295
2025-06-23 19:00,49.2591426071741
2025-06-23 20:00,48.892703150912105
2025-06-23 21:00,51.72185154295246
2025-06-23 22:00,49.46702838063439
2025-06-23 23:00,49.66592844974446
