hour,value
2025-06-29 00:00,50.06005025125628
2025-06-29 01:00,49.9489898989899
2025-06-29 02:00,48.59676573426573
2025-06-29 03:00,50.18483844241922
2025-06-29 04:00,50.50127551020408
2025-06-29 05:00,51.210754553339115
2025-06-29 06:00,50.68561584840655
2025-06-29 07:00,50.29086993970714
2025-06-29 08:00,50.61351125938282
2025-06-29 09:00,48.86148471615721
2025-06-29 10:00,50.66225165562914
2025-06-29 11:00,49.854612850082376
2025-06-29 12:00,49.84405652535329
2025-06-29 13:00,49.185963455149505
2025-06-29 14:00,49.45798101811907
2025-06-29 15:00,50.76231028667791
2025-06-29 16:00,49.471830985915496
2025-06-29 17:00,50.2050622406639
2025-06-29 18:00,49.071646859083195
2025-06-29 19:00,48.25928143712575
2025-06-29 20:00,49.44555189456343
2025-06-29 21:00,49.002899751449874
2025-06-29 22:00,50.004120171673826
2025-06-29 23:00,51.00683127572017
