hour,value
2025-06-07 00:00,50.15385906040269
2025-06-07 01:00,49.87105263157895
2025-06-07 02:00,49.88127147766323
2025-06-07 03:00,50.64953031596926
2025-06-07 04:00,49.980678851174936
2025-06-07 05:00,49.22041166380789
2025-06-07 06:00,48.94629176854116
2025-06-07 07:00,51.58691141260974
2025-06-07 08:00,50.877934686672546
2025-06-07 09:00,50.20193115029387
2025-06-07 10:00,49.00152027027027
2025-06-07 11:00,49.25805604203152
2025-06-07 12:00,49.69779231398201
2025-06-07 13:00,50.13747899159664
2025-06-07 14:00,49.58741197183099
2025-06-07 15:00,51.425511945392486
2025-06-07 16:00,49.54614754098361
2025-06-07 17:00,50.19035532994924
2025-06-07 18:00,48.828947368421055
2025-06-07 19:00,49.26521008403361
2025-06-07 20:00,50.325281385281386
2025-06-07 21:00,49.41164106709782
2025-06-07 22:00,50.09875621890547
2025-06-07 23:00,49.60294882914137
