hour,value
2025-06-18 00:00,48.59789385004212
2025-06-18 01:00,50.525487012987014
2025-06-18 02:00,49.6107051826678
2025-06-18 03:00,49.944761106454315
2025-06-18 04:00,50.34492023509656
2025-06-18 05:00,50.296070234113714
2025-06-18 06:00,50.05403295750217
2025-06-18 07:00,51.453758169934645
2025-06-18 08:00,49.76097152428811
2025-06-18 09:00,51.22918918918919
2025-06-18 10:00,51.385535117056854
2025-06-18 11:00,49.78952122854562
2025-06-18 12:00,50.61371900826446
2025-06-18 13:00,49.234632034632035
2025-06-18 14:00,50.532399010717235
2025-06-18 15:00,49.02569737954354
2025-06-18 16:00,49.46468085106383
2025-06-18 17:00,51.05004029008864
2025-06-18 18:00,50.75429583702391
2025-06-18 19:00,49.5565367965368
2025-06-18 20:00,51.42317290552585
2025-06-18 21:00,50.25908699397072
2025-06-18 22:00,50.488831615120276
2025-06-18 23:00,49.24254577157803
