hour,value
2025-06-11 00:00,47.8116079105761
2025-06-11 01:00,49.27190435525192
2025-06-11 02:00,50.849574829931974
2025-06-11 03:00,50.7018953068592
2025-06-11 04:00,51.38201438848921
2025-06-11 05:00,50.10445378151261
2025-06-11 06:00,49.91442953020134
2025-06-11 07:00,50.23755169561621
2025-06-11 08:00,49.56471095772218
2025-06-11 09:00,50.36033129904098
2025-06-11 10:00,49.717495559502666
2025-06-11 11:00,49.68935108153078
2025-06-11 12:00,48.95433715220949
2025-06-11 13:00,48.42638655462185
2025-06-11 14:00,49.66291448516579
2025-06-11 15:00,48.74701064701065
2025-06-11 16:00,48.86312292358804
2025-06-11 17:00,50.83816131830009
2025-06-11 18:00,50.654
2025-06-11 19:00,49.42116357504216
2025-06-11 20:00,50.55859375
2025-06-11 21:00,49.8151973131822
2025-06-11 22:00,49.172557349192864
2025-06-11 23:00,49.74717775905645
