hour,value
2025-06-13 00:00,48.29014567266495
2025-06-13 01:00,49.92611940298507
2025-06-13 02:00,50.179421768707485
2025-06-13 03:00,50.17932816537468
2025-06-13 04:00,50.245355648535565
2025-06-13 05:00,49.780252100840336
2025-06-13 06:00,49.726833477135465
2025-06-13 07:00,50.22011308562197
2025-06-13 08:00,51.07857142857143
2025-06-13 09:00,49.070553691275165
2025-06-13 10:00,49.82408637873754
2025-06-13 11:00,50.9763698630137
2025-06-13 12:00,50.78669491525424
2025-06-13 13:00,50.155274629468174
2025-06-13 14:00,49.795076400679115
2025-06-13 15:00,51.141362916006344
2025-06-13 16:00,49.98439655172414
2025-06-13 17:00,51.532705479452055
2025-06-13 18:00,49.23960650128315
2025-06-13 19:00,50.25587489433643
2025-06-13 20:00,49.21674008810573
2025-06-13 21:00,48.55716709075488
2025-06-13 22:00,48.98809723386421
2025-06-13 23:00,49.55668316831683
