hour,value
2025-06-16 00:00,51.78062654575433
2025-06-16 01:00,50.43877028181042
2025-06-16 02:00,50.44072164948454
2025-06-16 03:00,50.55224006762469
2025-06-16 04:00,49.7771186440678
2025-06-16 05:00,48.62754749568221
2025-06-16 06:00,49.89601040763226
2025-06-16 07:00,50.57844611528822
2025-06-16 08:00,50.410856658184905
2025-06-16 09:00,49.772766695576756
2025-06-16 10:00,51.121991701244816
2025-06-16 11:00,50.186708860759495
2025-06-16 12:00,50.66875
2025-06-16 13:00,49.92683333333333
2025-06-16 14:00,48.806666666666665
2025-06-16 15:00,51.409037162162164
2025-06-16 16:00,49.093174061433444
2025-06-16 17:00,50.27934426229508
2025-06-16 18:00,51.077936241610736
2025-06-16 19:00,51.79853777416734
2025-06-16 20:00,51.71731092436975
2025-06-16 21:00,50.74453193350831
2025-06-16 22:00,50.31866108786611
2025-06-16 23:00,50.0822934232715
